numero_ley,materias,resumen
21654,"Estado de Excepción Constitucional,Orden Público,Prórroga Estado de Excepción,Estado de Emergencia Constitucional","La presente ley modifica el artículo 42 de la Constitución Política de la República, específicamente en lo referente a las prórrogas sucesivas del estado de excepción constitucional de emergencia, en el sentido de entregar al Presidente de la República la facultad de poder extenderlo por periodos de 30 días a partir de la sexta prorroga sucesiva, para lo cual siempre requerirá del acuerdo del Congreso Nacional, en los términos y bajo las reglas que la propia norma establece."
21653,"Educación Pública,Servicio Local de Educación Pública,Sistema de Alta Dirección Pública","La presente ley modifica la ley N° 21.040, que establece el Sistema de Educación Pública, introduciéndole un nuevo artículo 24 bis,  que permite al Director de Educación Pública solicitar, excepcionalmente, al Presidente de la República la designación de un Director Ejecutivo suplente, sin seguir las normas del Sistema de Alta Dirección Pública, cuando el cargo se encuentra vacante o no está siendo ejercido por su titular, bajo las circunstancias y condiciones que la propia norma señala.     Los casos que justifican la designación de un suplente son los siguientes:a) Que exista riesgo de afectar gravemente la continuidad del servicio educativo, calificado por un informe de la Superintendencia de Educación.b) Emisión de uno o más informes de auditoría por la Contraloría General de la República en los tres años previos a la solicitud de designación de un suplente en el cargo, con observaciones que requieran ser subsanadas en breve plazo. También concurre esta misma causal cuando existan informes de la Dirección de Educación Pública o por Ministerio de Educación que impliquen la remisión de antecedentes al Ministerio Público, al Consejo de Defensa del Estado o a la Contraloría General de la República.c) Que menos de la mitad de los cargos del Sistema de Alta Dirección Pública del Servicio Local estén ejercidos por sus titulares.     La persona designada como suplente debe cumplir con los requisitos legales y de perfil establecidos por  la Dirección Nacional del Servicio Civil. La duración máxima de la suplencia es un año, pudiendo extenderse solo en caso de un proceso de remoción en curso o proceso de selección regular en trámite. En estas circunstancias, la suplencia se extiende hasta que el Director titular retome sus funciones o asuma un nuevo Director Ejecutivo."
21652,"Jornada Laboral,Funcionarios Públicos,Aprovechamiento de Aguas,Derecho de Aguas","La presente ley tiene por objeto prorrogar para el año 2024 la facultad establecida en el artículo 66 de la ley N° 21.526, que Otorga reajuste de remuneraciones a las y los trabajadores del sector público y, además, modificar el artículo 12 transitorio del Código de Aguas, de acuerdo a la síntesis que se detalla a continuación:     En primer término, la ley prorroga hasta el 31 de diciembre del año 2024 la facultad legal de eximir del control horario de la jornada de trabajo que tienen las y los jefes superiores de servicio de las subsecretarías y de los servicios públicos dependientes de los ministerios o que se relacionen con el Presidente de la República a través de ellos. Precisando además, que el número máximo de funcionarios afectos a esta facultad no podrá superar el 20% de la dotación y deberán realizar trabajo presencial al menos tres días a la semana, entre otros aspectos. Indica asimismo, que esta medida no aplicará a Gobiernos Regionales ni a los servicios que señala el artículo 67 de la precitada ley.     Por otra parte, la ley ordena sustituir el artículo 12 transitorio del Código de Aguas, para permitir extraer agua en un punto alternativo a aquellos titulares de derechos de aprovechamiento de aguas superficiales que, a consecuencia de los temporales que afectaron entre los meses de junio y octubre de 2023 desde la Región de O'Higgins hasta la Región de Los Lagos, se han visto impedidos de ejercer su derecho por causa de los daño a las obras o cambio de trazado de cauces. Para tal propósito, el procedimiento contempla la comunicación del punto alternativo a la Dirección General de Aguas en un plazo de 30 días contado desde la publicación de la presente ley, y luego de un año de comunicado, deberá solicitar y obtener la aprobación del ajuste o traslado del ejercicio del derecho de aguas, o bien, acreditar que ha vuelto a utilizar el punto original autorizado, bajo las sanciones que establece el referido Código."
21637,"Ley General de Telecomunicaciones,Tarifas Telefónicas,Telecomunicaciones,Fijación de Tarifas,Telefonía","La presente ley introduce modificaciones en la ley N° 18.168, General de Telecomunicaciones, con el objetivo de regular aspectos relacionados con la fijación de tarifas en el sector de las telecomunicaciones en los servicios que especifica, entre otras adecuaciones.     Al respecto, establece que las tarifas definitivas para las comunicaciones telefónicas de larga distancia serán establecidas mediante fórmulas tarifarias. Las fórmulas tarifarias para las comunicaciones de larga distancia incluirán las tarifas de acceso a las redes locales y las tarifas de larga distancia de los servicios intermedios de telecomunicaciones.     Además, establece que la fijación tarifaria para concesionarios de servicio público telefónico local se realizará por grupos de concesionarias y los niveles tarifarios serán proporcionales para cada grupo. Estos grupos serán definidos por la Subsecretaría, a través de una resolución fundada, sobre la base de criterios técnicos, objetivos y transparentes, considerando las empresas relacionadas, filiales y coligadas como una única entidad. Aquellos concesionarios cuya participación de mercado de líneas telefónicas sea inferior o igual al criterio de corte definido en la misma resolución antedicha se ceñirán a la tarifa definida para el grupo de concesionarias con menor participación de mercado. Asimismo, se estatuye que dicha resolución podrá ser modificada cada cinco años de acuerdo con la variación del mercado.     Se efectúan las adecuaciones de las denominaciones de los Ministerios que conforman el Consejo de Desarrollo de las Telecomunicaciones que administran el Fondo de Desarrollo de las Telecomunicaciones.     Por otra parte, las referencias a la antigua Comisión Resolutiva son cambiadas por la del Tribunal de Defensa de la Libre Competencia, en materia de calificación expresa del inciso segundo del artículo 29 de la ley modificada.     Finalmente, en el artículo transitorio de la presente ley, se establece el agrupamiento de concesionarias para la fijación tarifaria y especifica los criterios y fechas para dicho proceso."
21645,"Teletrabajo,Trabajo a Distancia,Feriado Legal,Vacaciones Escolares,Trabajadores,Cuidadores de Personas,Protección a la Maternidad","La presente ley, establece el derecho al trabajo a distancia o teletrabajo para todos los trabajadores y trabajadoras que tengan a su cuidado menores de catorce años, a una persona con discapacidad o en situación de dependencia severa o moderada, no importando la edad de quien se cuida, y que no reciban remuneraciones por esta labor, a que toda su jornada o parte de ella,  sea diaria o semanal  pueda ser ejecutada bajo la modalidad del trabajo a distancia, en la medida que la naturaleza de su labor lo permita.     Este beneficio no se aplicará a los trabajadores que tengan poder para representar al empleador, tales como gerentes, subgerentes, agentes o apoderados.     Asimismo, se establece como derecho el  uso preferente al feriado legal durante las vacaciones escolares establecidas por el Ministerio de Educación, a las personas trabajadoras que tengan el cuidado personal de un niño o niña menor de catorce años o adolescente menor de dieciocho años con discapacidad o en situación de dependencia severa o moderada, por sobre otros trabajadores sin tales obligaciones.     También  busca promover la igualdad de oportunidades y de trato entre las mujeres y hombres, ello, en la idea de preservar tanto la salud y bienestar de los niños y niñas como el de sus progenitores y progenitoras.     Esta ley incluye el reconocimiento de nuevos derechos laborales destinados a favorecer la idea de conciliar la vida familiar.     La ley entrará a regir 30 días después de publicada en el Diario Oficial."
21645,"Teletrabajo,Trabajo a Distancia,Feriado Legal,Vacaciones Escolares,Trabajadores,Cuidadores de Personas,Protección a la Maternidad","La presente ley, establece el derecho al trabajo a distancia o teletrabajo para todos los trabajadores y trabajadoras que tengan a su cuidado menores de catorce años, a una persona con discapacidad o en situación de dependencia severa o moderada, no importando la edad de quien se cuida, y que no reciban remuneraciones por esta labor, a que toda su jornada o parte de ella,  sea diaria o semanal  pueda ser ejecutada bajo la modalidad del trabajo a distancia, en la medida que la naturaleza de su labor lo permita.     Este beneficio no se aplicará a los trabajadores que tengan poder para representar al empleador, tales como gerentes, subgerentes, agentes o apoderados.     Asimismo, se establece como derecho el  uso preferente al feriado legal durante las vacaciones escolares establecidas por el Ministerio de Educación, a las personas trabajadoras que tengan el cuidado personal de un niño o niña menor de catorce años o adolescente menor de dieciocho años con discapacidad o en situación de dependencia severa o moderada, por sobre otros trabajadores sin tales obligaciones.     También  busca promover la igualdad de oportunidades y de trato entre las mujeres y hombres, ello, en la idea de preservar tanto la salud y bienestar de los niños y niñas como el de sus progenitores y progenitoras.     Esta ley incluye el reconocimiento de nuevos derechos laborales destinados a favorecer la idea de conciliar la vida familiar.     La ley entrará a regir 30 días después de publicada en el Diario Oficial."
21645,"Teletrabajo,Trabajo a Distancia,Feriado Legal,Vacaciones Escolares,Trabajadores,Cuidadores de Personas,Protección a la Maternidad","La presente ley, establece el derecho al trabajo a distancia o teletrabajo para todos los trabajadores y trabajadoras que tengan a su cuidado menores de catorce años, a una persona con discapacidad o en situación de dependencia severa o moderada, no importando la edad de quien se cuida, y que no reciban remuneraciones por esta labor, a que toda su jornada o parte de ella,  sea diaria o semanal  pueda ser ejecutada bajo la modalidad del trabajo a distancia, en la medida que la naturaleza de su labor lo permita.     Este beneficio no se aplicará a los trabajadores que tengan poder para representar al empleador, tales como gerentes, subgerentes, agentes o apoderados.     Asimismo, se establece como derecho el  uso preferente al feriado legal durante las vacaciones escolares establecidas por el Ministerio de Educación, a las personas trabajadoras que tengan el cuidado personal de un niño o niña menor de catorce años o adolescente menor de dieciocho años con discapacidad o en situación de dependencia severa o moderada, por sobre otros trabajadores sin tales obligaciones.     También  busca promover la igualdad de oportunidades y de trato entre las mujeres y hombres, ello, en la idea de preservar tanto la salud y bienestar de los niños y niñas como el de sus progenitores y progenitoras.     Esta ley incluye el reconocimiento de nuevos derechos laborales destinados a favorecer la idea de conciliar la vida familiar.     La ley entrará a regir 30 días después de publicada en el Diario Oficial."
21645,"Teletrabajo,Trabajo a Distancia,Feriado Legal,Vacaciones Escolares,Trabajadores,Cuidadores de Personas,Protección a la Maternidad","La presente ley, establece el derecho al trabajo a distancia o teletrabajo para todos los trabajadores y trabajadoras que tengan a su cuidado menores de catorce años, a una persona con discapacidad o en situación de dependencia severa o moderada, no importando la edad de quien se cuida, y que no reciban remuneraciones por esta labor, a que toda su jornada o parte de ella,  sea diaria o semanal  pueda ser ejecutada bajo la modalidad del trabajo a distancia, en la medida que la naturaleza de su labor lo permita.     Este beneficio no se aplicará a los trabajadores que tengan poder para representar al empleador, tales como gerentes, subgerentes, agentes o apoderados.     Asimismo, se establece como derecho el  uso preferente al feriado legal durante las vacaciones escolares establecidas por el Ministerio de Educación, a las personas trabajadoras que tengan el cuidado personal de un niño o niña menor de catorce años o adolescente menor de dieciocho años con discapacidad o en situación de dependencia severa o moderada, por sobre otros trabajadores sin tales obligaciones.     También  busca promover la igualdad de oportunidades y de trato entre las mujeres y hombres, ello, en la idea de preservar tanto la salud y bienestar de los niños y niñas como el de sus progenitores y progenitoras.     Esta ley incluye el reconocimiento de nuevos derechos laborales destinados a favorecer la idea de conciliar la vida familiar.     La ley entrará a regir 30 días después de publicada en el Diario Oficial."
21639,"Infraestructura Hídrica,Obras Hidráulicas,Aguas","La presente ley tiene por objeto modificar el artículo único de la ley Orgánica del Ministerio de Obras Públicas y de la ley sobre construcción y conservación de caminos, contenida en el decreto con fuerza de ley N°850, de 1997, del Ministerio de Obras Públicas, con el fin de incorporar las funciones relacionadas con la infraestructura hídrica.      Al respecto, la ley añade un inciso en el artículo 1° que señala que el Ministerio debe velar por la disponibilidad de agua para diversos fines, mediante obras, instalaciones y plantas de desalinización y embalses.      Por otra parte, modifica el artículo 17 sustituyendo el nombre de la Dirección de Riego por Dirección de Obras Hidráulicas y agrega a las responsabilidades las de estudiar, diseñar, construir, ejecutar, reparar, modificar, ampliar, conservar y operar la infraestructura hídrica. Asimismo, establece que la Dirección puede ofrecer las aguas resultantes y su producción a prestadores de servicios sanitarios y a otros usuarios multipropósito."
21638,"Registros Audiovisuales,Procedimiento Penal,Almacenamiento Audiovisual,Carabineros de Chile,Procedimiento Policial,Funcionarios Policiales","La presente ley introduce modificaciones al Código Procesal Penal, a la Ley Orgánica Constitucional de Carabineros y al Código Penal, con el objeto de autorizar el uso de sistemas de registro y almacenamiento audiovisual por parte de la policía en las actuaciones que desempeñe en el procedimiento penal.     En primer lugar, incorpora en el Código Procesal Penal un nuevo artículo 228 bis que permite a la policía utilizar sistemas de registro y almacenamiento audiovisual en lugares públicos o de libre acceso al público, o en las actuaciones específicas mencionadas en la ley. Agrega que los funcionarios de ciertas unidades designadas por decreto supremo deberán obligatoriamente emplear dichos sistemas. Estas reparticiones serán determinadas cada tres años por el Presidente de la República, con la aprobación del Ministerio del Interior y Seguridad Pública.     La misma disposición señala que las imágenes y sonidos obtenidos deberán ser entregados al Ministerio Público y aquellos no relevantes para la investigación o capturados en lugares no previstos serán destruidos después de dos años, previa orden del Ministerio Público al jefe de la unidad policial correspondiente. Indica que la falta de grabación no afecta la validez del procedimiento, pero la manipulación o eliminación de los registros por parte de los funcionarios policiales conlleva la sanción de suspensión del empleo y multa, sin perjuicio de las penas que correspondan por los delitos cometidos.      Adicionalmente, dispone que un reglamento abordará, entre otros aspectos, reglas de uso, almacenamiento y conservación de la información capturada, proceso de destrucción y estándares de revisión, mantención y actualización permanente de los dispositivos.     En segundo lugar, se introducen modificaciones en la Ley Orgánica Constitucional de Carabineros (ley N° 18.961) que obligan al personal de Orden y Seguridad perteneciente a unidades de fuerzas especiales, a utilizar sistemas de registro audiovisual durante procedimientos relacionados con el ejercicio del derecho de reunión. Se establecen medidas de confidencialidad y protección de la privacidad de las personas registradas, así como la destrucción de registros no requeridos por autoridades competentes.     Además, se realiza una modificación en el artículo 269 ter del Código Penal para incluir expresamente la imagen o sonido contenido en sistemas de registro y almacenamiento audiovisual entre los medios de prueba cuya manipulación, alteración o destrucción por parte de determinados funcionarios acarrea las sanciones correspondientes.     El texto también incluye disposiciones transitorias, estableciendo plazos para la dictación de los reglamentos asociados a estas modificaciones y especificando el financiamiento de los gastos derivados de la aplicación de la ley. Se destaca la obligación del Ministerio del Interior y Seguridad Pública de informar semestralmente a las comisiones respectivas del Congreso sobre la ejecución de los recursos asociados a la ley.     Finalmente, la entrada en vigencia de este texto legal se fija para seis meses después de la publicación de los reglamentos en el Diario Oficial."
21647,"Reajuste de Remuneraciones,Trabajadores del Sector Público,Funcionarios Públicos,Remuneraciones del Sector Público,Aguinaldos,Reajuste de Remuneraciones del Sector Público","La presente ley tiene por objeto otorgar un reajuste general a las remuneraciones para las y los trabajadores del sector público, conceder aguinaldos y otros beneficios que detalla, como asimismo, modificar otras disposiciones legales para cumplir dicho propósito.     Otorga un reajuste de un 4,3% a las remuneraciones, asignaciones, beneficios y demás retribuciones en dinero, imponibles para salud y pensiones, o no imponibles, se incluyen a los profesionales regidos por la ley 15.076 y al personal del acuerdo complementario de la ley  19.297, el cual rige a contar del 1° de diciembre del 2023.     Por su parte, la ley concede por una sola vez, aguinaldos cuyo monto dependerá de las remuneraciones que perciban las y los trabajadores a quienes van dirigidos, bajo las reglas que la propia norma establece. Destacan entre ellos:a)  Aguinaldo de Navidad, el monto es de $66.089 para las trabajadoras y los trabajadores cuya remuneración líquida percibida en el mes de noviembre de 2023 sea igual o inferior a $984.282, y de $34.959 para aquellos cuya remuneración líquida supere tal cantidad.b) Aguinaldo de Fiestas Patrias, el monto es de $85.093 para las trabajadoras y los trabajadores cuya remuneración líquida que les corresponda percibir en el mes de agosto del año 2024 sea igual o inferior a $984.282, y de $59.071 para aquellos cuya remuneración líquida supere tal cantidad.c) Bono de escolaridad que se concede por cada hija o hijo de entre cuatro y veinticuatro años de edad, que sea carga familiar, y siempre que se encuentren cursando estudios regulares en los niveles de enseñanza que se señalan, cuyo monto asciende a la suma de $82.756, el que será pagado en 2 cuotas iguales de $41.378 cada una; la primera en marzo y la segunda en junio del año 2024. Asimismo, establece una bonificación adicional al bono de escolaridad de $34.959 por cada hijo que cause este derecho, cuando a la fecha de pago del bono los funcionarios tengan una remuneración líquida igual o inferior a $984.282, la que se pagará con la primera cuota del bono de escolaridad respectivo y se someterá en lo demás a las reglas que rigen dicho beneficio.d) Bono de invierno para el sector pasivo ascendente a $77.982, pagadero en el mes de mayo de 2024. Además, para este mismo grupo de beneficiarios se concede un aguinaldo de Fiestas Patrias por $24.261 más $12.446 por cada persona que tengan acreditadas como causantes de asignación familiar o maternal.e) Bono de vacaciones ascendente a $104.800 para los trabajadores cuya remuneración líquida percibida en el mes de noviembre de 2023 sea igual o inferior a $984.282 y de $52.400 para aquellos cuya remuneración líquida supere tal cantidad y no exceda de una remuneración bruta de $3.259.429.     Dentro de otras disposiciones de esta ley, establece reglas especiales para postular y acogerse a los beneficios del retiro establecido en distintas leyes que la propia norma señala y regula, entre otras materias; como también, la acumulación de feriados para funcionarios y funcionarias que se encuentren en los supuestos que establece.     De igual forma, la ley fija normas que permiten prorrogar la facultad que tienen autoridades de universidades estatales, el Contralor General de la República, Gobernadores Regionales, para eximir del control horario de jornada de trabajo, concurriendo los demás requisitos que se señalan para cada uno de ellos.      Finalmente, establece modificaciones a distintos cuerpos legales para dar cumplimiento a lo regulado en esta ley."
21640,"Ley de Presupuesto 2024,Presupuesto 2024,Presupuesto Sector Público,Presupuesto del Sector Público 2024,Ley de Presupuestos del Sector Público,Gasto de la Nación,Gasto del Sector Público","La presente ley aprueba el presupuesto de ingresos y gastos del sector público para el año 2024 de nuestro país. Fija y limita el gasto de la Nación y establece formas de utilización.     Otra temática que destaca en la ley, dice relación con la obligatoriedad de efectuar concursos públicos abiertos y transparentes, salvo que la ley señale lo contrario, para la asignación de recursos a instituciones privadas provenientes de transferencias corrientes y de capital, de modo de garantizar la probidad, eficiencia y eficacia en el uso de los recursos públicos y la igualdad y la libre concurrencia de los potenciales beneficiarios de la transferencia.     Adicionalmente, establece las obligaciones y prohibiciones aplicables a los convenios de transferencia, definiendo requisitos a beneficiarios y ejecutores. Entre ellos, se destaca la necesidad de indicar y acreditar el objeto social, no comprometer recursos que excedan el ejercicio presupuestario; rendir cuentas a través del Sistema de Rendición Electrónica de Cuentas de la Contraloría General de la República, y acreditar cumplimiento de obligaciones derivadas de cualquier otro convenio suscrito con el órgano que efectúa la transferencia.     Además, los convenios con ejecutores deberán cumplir requisitos adicionales, como la antigüedad de al menos dos años de las instituciones privadas, la constitución de garantías en caso de transferencias superiores a 1.000 UTM, la consideración de hitos para las transferencias, la autorización para la subcontratación en casos excepcionales, y la prohibición de fraccionar asignaciones en distintos convenios destinados a un mismo objetivo.      Por último, en relación a esta misma materia se establece la obligación de publicar información sobre proyectos, presupuestos y convenios en sitios electrónicos, y se faculta al Ministerio de Hacienda para impartir instrucciones complementarias respecto del contenido de los mismos."
21636,"Plan Regulador Comunal,Plan Regulador Intercomunal,Seguridad Interior del Estado,Seguridad Pública,Establecimientos Penitenciarios,Permiso de Construcción,Congelamiento de Terrenos,Gendarmería de Chile","La presente ley faculta al Ministerio de Justicia y Derechos Humanos, para que en los casos que se estime imprescindible para el resguardo de la seguridad nacional, de la seguridad pública interior y, especialmente, para la efectiva protección de la sociedad contra el delito, la reducción de la reincidencia y la protección de los derechos fundamentales de las personas, proponer fundadamente al Ministerio de Vivienda y Urbanismo las modificaciones a los planes reguladores intercomunales, comunales o planes seccionales que estime necesarias para permitir la alteración, ampliación, reparación o reconstrucción de establecimientos penitenciarios existentes, como asimismo, la construcción de recintos penitenciarios nuevos. Esta facultad tendrá una vigencia de cuarenta y ocho meses, contados desde la publicación de la ley en el Diario Oficial.     Para dichos efectos, modifica la Ley General de Urbanismo y Construcciones, con el propósito de establecer que no estarán afectos al congelamiento de terrenos, esto es, la posibilidad de que se paralicen los proyectos mientras se efectúan las modificaciones del instrumento de planificación, los aumentos de superficie edificada de establecimientos penitenciarios, de hasta el 50% que resulten imprescindibles para mejorar su funcionamiento y asegurar el cumplimiento de sus fines.     Finalmente, modifica la Ley Orgánica de Gendarmería de Chile, con el objeto agregar a la Subdirección Operativa la función de asesorar, controlar y coordinar las acciones relativas a la persecución y prevención del surgimiento y operación de asociaciones delictivas o criminales."
21629,"Nacionalidad,Rehabilitación de la Nacionalidad,María Alexandra Slaughter Jünemann,Nacionalidad Chilena","La presente ley, rehabilita la nacionalidad chilena a María Alexandra Slaughter Jünemann, religiosa del Instituto Secular de Schoenstatt Hermanas de María en Chile, quien renunció voluntariamente a la nacionalidad chilena con el objeto de adquirir la nacionalidad alemana para poder ejercer el cargo de Superiora General del Capítulo General de ese Instituto Secular, al no permitir Alemania la doble nacionalidad."
21623,"Aguas Grises,Recolección Aguas Grises,Uso de Aguas Grises","La presente ley modifica la ley N° 21.075, que regula la recolección, reutilización y disposición de aguas grises, con el objeto de ampliar su uso en la agricultura, como una forma de enfrentar la escasez hídrica que afecta al sector silvoagropecuario producto de la realidad climática que enfrenta el país.     En lo sustancial, se modifica el artículo 8 de la citada ley para permitir el uso agrícola de las aguas grises tratadas, manteniendo la prohibición de riego de frutas y hortalizas que crecen a ras de suelo y suelen ser consumidas crudas por las personas, o que sirvan de alimento a animales que pueden transmitir afecciones a la salud humana."
21622,"Impuesto al Valor Agregado,Donaciones con Fines Culturales,Asociaciones Culturales,Impuestos,Impuesto a las Ventas y Servicios (IVA)","La presente ley introduce modificaciones en la ley de Donaciones con Fines Culturales, también conocida como ""Ley Valdés"", contenida en el artículo 8° de la ley Nº 18.985, con el objeto de agregar un título que exime del Impuesto al Valor Agregado (IVA) a la Prestación de Servicios Culturales.     Al respecto, define “servicios culturales” como aquellos que están vinculados directamente con la investigación, formación, mediación, gestión, producción, creación y difusión de las culturas, las artes y el patrimonio, como también aquellas que conduzcan al conocimiento, acceso, reconocimiento, revitalización y salvaguardia de los patrimonios.     Por su parte, también conceptualiza a las “Asociaciones culturales” como aquellas sociedades o empresas que cumplan con los requisitos que la propia ley especifica, y que dicen relación con su conformación, sus ingresos, que predomine el trabajo personal -físico o intelectual- por sobre el empleo de capital. Del mismo modo, se consideran como tales a las organizaciones creadas bajo el amparo de distintas leyes siempre que éstas cumplan con los requisitos que esta ley establece.     La ley dispone que el Servicio de Impuestos Internos (SII) fiscalizará el correcto cumplimiento de los requisitos señalados y podrá solicitar la información que estime pertinentes para estos efectos, y aquella que permita calificar como un servicio cultural a una determinada actividad, pudiendo requerir un informe al Ministerio de las Culturas, las Artes y el Patrimonio.     Además de sus facultades de fiscalización, se dispone que el SII creará y llevará un registro en el que deberán inscribirse las asociaciones culturales para acceder a la exención, para lo cual acompañarán una declaración jurada en la que manifiesten prestar servicios culturales, la que deberá actualizarse anualmente, mientras se mantengan en dicho registro.      Las asociaciones culturales que dejen de cumplir con los requisitos establecidos perderán la exención a partir del mes siguiente a aquel en que se produjo el incumplimiento, y deberán regirse por las normas generales. Asimismo, establece que las actividades realizadas por las asociaciones culturales distintas a la prestación de servicios culturales, de acuerdo con la definición establecida en este artículo, se regirán por las normas generales, atendida la naturaleza de dichas actividades.     Finalmente, establece que las modificaciones que incorpora esta ley comenzarán a regir retroactivamente del 1 de mayo de 2023, y para los efectos de acceder al beneficio, la obligación de inscribirse en el registro será exigible desde el 1 de enero del año 2024."
21626,"Plebiscito Constitucional,Proceso Constitucional,Apoderados y Vocales de Mesa","La presente ley de reforma constitucional tiene por objeto agregar un inciso final en el artículo 159 de la Carta Fundamental, para hacer aplicable en el próximo plebiscito constitucional del 17 de diciembre de 2023, el uso de lápiz pasta azul para los electores, y por otra parte, permitir que los poderes de apoderados ante notario, señalados en el inciso tercero del artículo 169 de la ley N° 18.700, Orgánica Constitucional sobre Votaciones Populares y Escrutinios, sean de carácter simples."
21631,"Beneficio Tributario,Créditos Hipotecarios,Mutuo Hipotecario,Adquisición de Vivienda,Impuesto a la Renta,Dividendos Hipotecarios","La presente ley establece un beneficio tributario para las personas que adquieran una vivienda con crédito hipotecario, a través de un crédito tributario reembolsable, es decir, se rebaja el Impuesto Global Complementario o se da derecho a una devolución de hasta 16 UTM (aproximadamente $1.000.000) por la adquisición de viviendas nuevas, en el período comprendido entre el 01 de noviembre de 2023 al 30 de septiembre de 2024. El beneficio se entregará por cinco años, por lo que el monto total de rebaja tributaria o subsidio por contribuyente ascenderá aproximadamente a una suma superior a los $5.000.000.-     Para acceder a este beneficio se requiere, copulativamente:     a) que la vivienda adquirida se encuentre construida y con recepción final a la fecha de entrada en vigencia de la ley o, que a la fecha de entrada en vigencia de la ley no cuenten con recepción final conforme, siempre que respecto de ellas exista un contrato de promesa de compraventa posterior al 16 de octubre de 2023 y,     b) que la compraventa se haya realizado a partir del 01.11.2023y se inscriba a nombre de la persona en el Conservador de Bienes Raíces respectivo antes del 01 de octubre de 2024.     Este beneficio es compatible con todos los subsidios para la adquisición de viviendas y también con el beneficio tributario de rebaja del gasto en intereses hipotecarios de la base imponible del Impuesto Global Complementario.     La ley establece que el crédito podrá ser utilizado respecto de una sola vivienda adquirida con crédito con garantía hipotecaria y para el caso que el contribuyente haya adquirido una o más viviendas susceptibles de acceder al presente beneficio podrá acogerse a éste respecto de solo una de ellas, efectuando la declaración en la escritura de compraventa. Para el caso de una vivienda que haya sido adquirida en comunidad y exista más de un deudor deberá dejarse constancia en la escritura pública respectiva, de la identificación del comunero que podrá acogerse al beneficio tributario, pudiendo ser distinto a aquel que utilice el beneficio de rebaja del gasto en intereses hipotecarios.     Finalmente, la ley obliga a las entidades acreedoras (bancos e instituciones financieras) informar tanto al Servicio de Impuestos Internos (SII) como al contribuyente, información relacionada de los créditos con garantía hipotecaria en la forma y plazos que el SII determine."
21617,"Policía de Investigaciones de Chile,Personal de Policía de Investigaciones de Chile,Investigaciones de Chile","La presente ley modifica la ley 19.586, que establece plantas de la Policía de Investigaciones de Chile, con el objeto de otorgar una nueva denominación a los “Asistentes Policiales”, designándolos como “Agentes Policiales” o “Agentes Policiales Superiores”, según su grado en el escalafón, en reconocimiento a la importancia de sus funciones, profesionalismo, trayectoria y experiencia dentro de la Policía de Investigaciones de Chile.     Para tal efecto, modifica el artículo 1° de la citada ley, específicamente, la Planta de Apoyo General, denominando como “Agente Policial Superior” a los empleos grados 11 y 12  y como “Agente Policial”, los cargos grados 13, 14, 15, 16, 18.     Asimismo, incorpora un nuevo artículo 5 bis que dispone que toda alusión realizada en normas legales o reglamentarias a los cargos de “Asistente Policial” o “Asistentes Policiales” deberá entenderse efectuada a aquellos referidos en el párrafo precedente."
21620,"Reuniones Públicas,Código Penal,Delitos Contra las Personas,Delitos Contra la Propiedad","La presente ley tiene por objeto sancionar penalmente a quien en el contexto de reuniones en lugares de uso público, porte injustificadamente combustible apto para cometer atentados contra las personas o para ocasionar daño en las cosas, incorporando al Código Penal, el artículo 288 ter, sancionando esta conducta con la pena de presidio menor en su grado mínimo(61 días a 540 días)."
21625,"Estatuto Docente,Sistema Único de Evaluación Docente,Profesionales de la Educación,Profesores","La presente ley modifica el decreto con fuerza de ley N° 1, de 1996, del Ministerio de Educación, que fija el texto refundido, coordinado y sistematizado de la ley N° 19.070, que aprueba el Estatuto de los Profesionales de la Educación, así como legislación complementaria, con el objeto de establecer un sistema único de evaluación docente y reforzar el sistema de desarrollo profesional docente.     En lo sustancial, destacan como aspectos relevantes de esta nueva normativa, los siguientes:-    Elimina la Evaluación Docente establecida en el artículo 70 del Estatuto de los Profesionales de la Educación, manteniendo como único sistema de evaluación el Sistema de Desarrollo Profesional Docente.-    Mantiene la facultad de los directivos de proponer anualmente al sostenedor la desvinculación de hasta un 5% de los docentes del establecimiento que no hayan logrado progresar de los tramos inferiores del sistema.-    Mejora el sistema de inducción y mentoría, eliminando la restricción de horas contratadas para cursar el proceso de inducción. Asimismo, especifica las obligaciones de los docentes principiantes en el proceso de inducción; establece la disponibilidad de procesos de inducción en el sitio web del Centro de Perfeccionamiento, Experimentación e Investigaciones Pedagógicas, y redefine el proceso de designación y funciones de los docentes mentores que conducen el proceso de inducción.-    Aumenta el porcentaje mínimo de las horas no lectivas (40% a 50%) destinadas a las actividades de preparación de clases y de evaluación de aprendizaje, así como de otras actividades profesionales relevantes del establecimiento educacional.-     Establece que los profesionales de la educación que se encuentren en el proceso de evaluación de desarrollo profesional docente tendrán un tercio del tiempo señalado precedentemente para preparar los instrumentos de medición del desempeño profesional y conocimiento de las bases curriculares.-     Mantiene la posibilidad para los sostenedores de crear y administrar sus sistemas de evaluación propios que complementen a los establecidos en la ley, los que deberán ser validados por la Agencia de Calidad de la Educación.-   Fortalece el trabajo colaborativo y de acompañamiento entre profesores por medio de la Red Maestros de Maestros, ampliándola a todos quienes forman parte del Sistema de Desarrollo Profesional Docente.-    Permite a los profesionales de la educación que hayan obtenido la titularidad conforme a las disposiciones de la ley N° 19.648, a mantener dicho derecho cuando sean destinados por el sostenedor a labores directivas en el establecimiento, el cual será reconocido al momento de volver a desempeñar funciones como docente de aula."
